SH, 11, 2018030312, 03, FP15, 066, 266S,  529E,  54,  976, XX,  34, NEQ, 0245, 0310, 0283, 0315
SH, 11, 2018030312, 03, FP15, 066, 266S,  529E,  54,  976, XX,  50, NEQ, 0193, 0214, 0000, 0000
SH, 11, 2018030312, 03, FP15, 072, 275S,  540E,  56,  969, XX,  34, NEQ, 0477, 0340, 0297, 0344
SH, 11, 2018030312, 03, FP15, 072, 275S,  540E,  56,  969, XX,  50, NEQ, 0114, 0114, 0161, 0183
SH, 11, 2018030312, 03, FP15, 078, 287S,  548E,  63,  969, XX,  34, NEQ, 0250, 0285, 0285, 0379
SH, 11, 2018030312, 03, FP15, 078, 287S,  548E,  63,  969, XX,  50, NEQ, 0000, 0223, 0166, 0173
SH, 11, 2018030312, 03, FP15, 084, 295S,  556E,  58,  967, XX,  34, NEQ, 0250, 0245, 0255, 0255
SH, 11, 2018030312, 03, FP15, 084, 295S,  556E,  58,  967, XX,  50, NEQ, 0081, 0197, 0136, 0213
SH, 11, 2018030312, 03, FP15, 090, 303S,  569E,  65,  968, XX,  34, NEQ, 0497, 0285, 0317, 0306
SH, 11, 2018030312, 03, FP15, 090, 303S,  569E,  65,  968, XX,  50, NEQ, 0203, 0000, 0160, 0158
SH, 11, 2018030312, 03, FP15, 090, 303S,  569E,  65,  968, XX,  64, NEQ, 0000, 0000, 0000, 0103
SH, 11, 2018030312, 03, FP15, 096, 316S,  580E,  59,  963, XX,  34, NEQ, 0356, 0338, 0269, 0428
SH, 11, 2018030312, 03, FP15, 096, 316S,  580E,  59,  963, XX,  50, NEQ, 0193, 0000, 0177, 0216
SH, 11, 2018030312, 03, FP15, 102, 328S,  589E,  59,  961, XX,  34, NEQ, 0382, 0431, 0260, 0260
SH, 11, 2018030312, 03, FP15, 102, 328S,  589E,  59,  961, XX,  50, NEQ, 0251, 0196, 0173, 0246
SH, 11, 2018030312, 03, FP15, 108, 343S,  589E,  63,  956, XX,  34, NEQ, 0364, 0522, 0296, 0390
SH, 11, 2018030312, 03, FP15, 108, 343S,  589E,  63,  956, XX,  50, NEQ, 0199, 0222, 0195, 0208
SH, 11, 2018030312, 03, FP15, 114, 359S,  589E,  63,  955, XX,  34, NEQ, 0547, 0457, 0284, 0310
SH, 11, 2018030312, 03, FP15, 114, 359S,  589E,  63,  955, XX,  50, NEQ, 0231, 0281, 0219, 0253
SH, 11, 2018030312, 03, FP15, 120, 370S,  590E,  67,  951, XX,  34, NEQ, 0285, 0337, 0333, 0378
SH, 11, 2018030312, 03, FP15, 120, 370S,  590E,  67,  951, XX,  50, NEQ, 0210, 0000, 0245, 0260
SH, 11, 2018030312, 03, FP15, 120, 370S,  590E,  67,  951, XX,  64, NEQ, 0000, 0000, 0000, 0163
SH, 11, 2018030312, 03, FP15, 126, 381S,  593E,  58,  953, XX,  34, NEQ, 0260, 0465, 0360, 0260
SH, 11, 2018030312, 03, FP15, 126, 381S,  593E,  58,  953, XX,  50, NEQ, 0256, 0000, 0267, 0260
SH, 11, 2018030312, 03, FP15, 132, 398S,  602E,  52,  956, XX,  34, NEQ, 0340, 0336, 0311, 0310
SH, 11, 2018030312, 03, FP15, 132, 398S,  602E,  52,  956, XX,  50, NEQ, 0292, 0000, 0000, 0261
SH, 11, 2018030312, 03, FP15, 138, 419S,  611E,  50,  960, XX,  34, NEQ, 0436, 0260, 0130, 0255
SH, 11, 2018030312, 03, FP15, 144, 445S,  619E,  45,  962, XX,  34, NEQ, 0365, 0286, 0152, 0260
SH, 11, 2018030312, 03, FP15, 150, 472S,  629E,  47,  964, XX,  34, NEQ, 0304, 0305, 0000, 0283
SH, 11, 2018030312, 03, FP15, 156, 507S,  630E,  43,  962, XX,  34, NEQ, 0255, 0313, 0000, 0244
SH, 11, 2018030312, 03, FP15, 162, 541S,  620E,  39,  958, XX,  34, NEQ, 0260, 0333, 0000, 0254
SH, 11, 2018030312, 03, FP15, 168, 560S,  602E,  40,  951, XX,  34, NEQ, 0306, 0298, 0000, 0242
SH, 11, 2018030312, 03, FP15, 174, 574S,  595E,  39,  943, XX,  34, NEQ, 0560, 0212, 0254, 0558
SH, 11, 2018030312, 03, FP15, 180, 580S,  609E,  42,  943, XX,  34, NEQ, 0561, 0000, 0000, 0511
SH, 11, 2018030312, 03, FP15, 186, 591S,  647E,  43,  945, XX,  34, NEQ, 0390, 0256, 0000, 0260
SH, 11, 2018030312, 03, FP15, 192, 610S,  678E,  41,  948, XX,  34, NEQ, 0260, 0266, 0553, 0282
SH, 11, 2018030312, 03, FP15, 192, 610S,  678E,  41,  948, XX,  50, NEQ, 0000, 0000, 0328, 0000
SH, 11, 2018030312, 03, FP15, 198, 622S,  676E,  47,  950, XX,  34, NEQ, 0286, 0554, 0449, 0253
SH, 11, 2018030312, 03, FP15, 198, 622S,  676E,  47,  950, XX,  50, NEQ, 0000, 0409, 0290, 0000
SH, 11, 2018030312, 03, FP15, 198, 622S,  676E,  47,  950, XX,  64, NEQ, 0000, 0290, 0000, 0000
SH, 11, 2018030312, 03, FP15, 204, 628S,  667E,  47,  954, XX,  34, NEQ, 0000, 0285, 0405, 0166
SH, 11, 2018030312, 03, FP15, 204, 628S,  667E,  47,  954, XX,  50, NEQ, 0000, 0265, 0254, 0000
SH, 11, 2018030312, 03, FP15, 210, 628S,  654E,  52,  960, XX,  34, NEQ, 0000, 0542, 0283, 0000
SH, 11, 2018030312, 03, FP15, 210, 628S,  654E,  52,  960, XX,  50, NEQ, 0000, 0263, 0225, 0000
SH, 11, 2018030312, 03, FP15, 216, 627S,  652E,  46,  966, XX,  34, NEQ, 0000, 0350, 0278, 0199
SH, 11, 2018030312, 03, FP15, 216, 627S,  652E,  46,  966, XX,  50, NEQ, 0000, 0199, 0199, 0000
SH, 11, 2018030312, 03, FP15, 222, 625S,  653E,  37,  973, XX,  34, NEQ, 0154, 0293, 0310, 0188
SH, 11, 2018030312, 03, FP15, 228, 624S,  661E,  27,  980, XX,  34, NEQ, 0000, 0000, 0360, 0000
SH, 11, 2018030312, 03, FP15, 234, 624S,  666E,  29,  985, XX,  34, NEQ, 0000, 0220, 0261, 0000
SH, 11, 2018030312, 03, FP16, 000, 156S,  524E,  76,  994, XX,  34, NEQ, 0298, 0276, 0206, 0157
SH, 11, 2018030312, 03, FP16, 000, 156S,  524E,  76,  994, XX,  50, NEQ, 0000, 0174, 0147, 0000
SH, 11, 2018030312, 03, FP16, 000, 156S,  524E,  76,  994, XX,  64, NEQ, 0000, 0145, 0089, 0000
SH, 11, 2018030312, 03, FP16, 006, 162S,  518E,  59,  992, XX,  34, NEQ, 0272, 0295, 0235, 0071
SH, 11, 2018030312, 03, FP16, 006, 162S,  518E,  59,  992, XX,  50, NEQ, 0031, 0112, 0123, 0000
SH, 11, 2018030312, 03, FP16, 012, 172S,  510E,  58,  993, XX,  34, NEQ, 0310, 0250, 0175, 0086
SH, 11, 2018030312, 03, FP16, 012, 172S,  510E,  58,  993, XX,  50, NEQ, 0172, 0104, 0053, 0061
SH, 11, 2018030312, 03, FP16, 018, 182S,  504E,  71,  991, XX,  34, NEQ, 0300, 0225, 0172, 0072
SH, 11, 2018030312, 03, FP16, 018, 182S,  504E,  71,  991, XX,  50, NEQ, 0100, 0113, 0067, 0045
SH, 11, 2018030312, 03, FP16, 018, 182S,  504E,  71,  991, XX,  64, NEQ, 0000, 0077, 0000, 0000
SH, 11, 2018030312, 03, FP16, 024, 192S,  498E,  65,  993, XX,  34, NEQ, 0252, 0245, 0125, 0060
SH, 11, 2018030312, 03, FP16, 024, 192S,  498E,  65,  993, XX,  50, NEQ, 0064, 0102, 0070, 0000
SH, 11, 2018030312, 03, FP16, 024, 192S,  498E,  65,  993, XX,  64, NEQ, 0000, 0056, 0000, 0000
SH, 11, 2018030312, 03, FP16, 030, 201S,  492E,  69,  994, XX,  34, NEQ, 0231, 0240, 0236, 0043
SH, 11, 2018030312, 03, FP16, 030, 201S,  492E,  69,  994, XX,  50, NEQ, 0059, 0103, 0069, 0020
SH, 11, 2018030312, 03, FP16, 030, 201S,  492E,  69,  994, XX,  64, NEQ, 0046, 0075, 0060, 0000
SH, 11, 2018030312, 03, FP16, 036, 206S,  486E,  72,  993, XX,  34, NEQ, 0197, 0260, 0146, 0000
SH, 11, 2018030312, 03, FP16, 036, 206S,  486E,  72,  993, XX,  50, NEQ, 0000, 0115, 0000, 0000
SH, 11, 2018030312, 03, FP16, 036, 206S,  486E,  72,  993, XX,  64, NEQ, 0000, 0096, 0000, 0000
SH, 11, 2018030312, 03, FP16, 042, 212S,  483E,  59,  993, XX,  34, NEQ, 0208, 0296, 0229, 0000
SH, 11, 2018030312, 03, FP16, 042, 212S,  483E,  59,  993, XX,  50, NEQ, 0000, 0071, 0113, 0000
SH, 11, 2018030312, 03, FP16, 048, 220S,  472E,  49,  990, XX,  34, NEQ, 0000, 0283, 0243, 0000
SH, 11, 2018030312, 03, FP16, 054, 223S,  470E,  44,  994, XX,  34, NEQ, 0000, 0250, 0000, 0000
SH, 11, 2018030312, 03, FP16, 060, 226S,  465E,  36,  993, XX,  34, NEQ, 0000, 0245, 0000, 0000
SH, 11, 2018030312, 03, FP17, 000, 156S,  522E,  40, 1003, XX,  34, NEQ, 0173, 0189, 0084, 0000
SH, 11, 2018030312, 03, FP17, 006, 168S,  521E,  43, 1002, XX,  34, NEQ, 0000, 0130, 0000, 0000
SH, 11, 2018030312, 03, FP17, 012, 174S,  517E,  43, 1003, XX,  34, NEQ, 0132, 0134, 0000, 0000
SH, 11, 2018030312, 03, FP17, 018, 184S,  514E,  44, 1002, XX,  34, NEQ, 0125, 0130, 0000, 0000
SH, 11, 2018030312, 03, FP17, 024, 186S,  513E,  47, 1001, XX,  34, NEQ, 0105, 0125, 0092, 0000
SH, 11, 2018030312, 03, FP17, 030, 190S,  509E,  42, 1003, XX,  34, NEQ, 0121, 0141, 0000, 0000
SH, 11, 2018030312, 03, FP17, 036, 194S,  506E,  38, 1002, XX,  34, NEQ, 0000, 0168, 0000, 0000
SH, 11, 2018030312, 03, FP17, 042, 202S,  501E,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 000, 155S,  519E,  54,  999, XX,  34, NEQ, 0162, 0196, 0000, 0161
SH, 11, 2018030312, 03, FP18, 000, 155S,  519E,  54,  999, XX,  50, NEQ, 0075, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 006, 160S,  518E,  44,  998, XX,  34, NEQ, 0174, 0128, 0084, 0078
SH, 11, 2018030312, 03, FP18, 012, 168S,  514E,  48,  996, XX,  34, NEQ, 0220, 0153, 0102, 0076
SH, 11, 2018030312, 03, FP18, 018, 179S,  511E,  56,  994, XX,  34, NEQ, 0247, 0208, 0074, 0111
SH, 11, 2018030312, 03, FP18, 018, 179S,  511E,  56,  994, XX,  50, NEQ, 0116, 0055, 0000, 0000
SH, 11, 2018030312, 03, FP18, 024, 191S,  505E,  59,  995, XX,  34, NEQ, 0262, 0258, 0000, 0080
SH, 11, 2018030312, 03, FP18, 024, 191S,  505E,  59,  995, XX,  50, NEQ, 0108, 0105, 0000, 0000
SH, 11, 2018030312, 03, FP18, 030, 202S,  504E,  62,  993, XX,  34, NEQ, 0227, 0249, 0170, 0042
SH, 11, 2018030312, 03, FP18, 030, 202S,  504E,  62,  993, XX,  50, NEQ, 0104, 0157, 0000, 0000
SH, 11, 2018030312, 03, FP18, 036, 211S,  502E,  74,  989, XX,  34, NEQ, 0239, 0255, 0236, 0089
SH, 11, 2018030312, 03, FP18, 036, 211S,  502E,  74,  989, XX,  50, NEQ, 0000, 0130, 0128, 0000
SH, 11, 2018030312, 03, FP18, 036, 211S,  502E,  74,  989, XX,  64, NEQ, 0000, 0086, 0000, 0000
SH, 11, 2018030312, 03, FP18, 042, 220S,  500E,  63,  989, XX,  34, NEQ, 0243, 0260, 0260, 0098
SH, 11, 2018030312, 03, FP18, 042, 220S,  500E,  63,  989, XX,  50, NEQ, 0093, 0106, 0120, 0069
SH, 11, 2018030312, 03, FP18, 048, 227S,  503E,  66,  984, XX,  34, NEQ, 0186, 0251, 0232, 0127
SH, 11, 2018030312, 03, FP18, 048, 227S,  503E,  66,  984, XX,  50, NEQ, 0096, 0143, 0107, 0060
SH, 11, 2018030312, 03, FP18, 048, 227S,  503E,  66,  984, XX,  64, NEQ, 0000, 0000, 0081, 0000
SH, 11, 2018030312, 03, FP18, 054, 234S,  506E,  70,  984, XX,  34, NEQ, 0200, 0260, 0256, 0156
SH, 11, 2018030312, 03, FP18, 054, 234S,  506E,  70,  984, XX,  50, NEQ, 0109, 0112, 0106, 0093
SH, 11, 2018030312, 03, FP18, 054, 234S,  506E,  70,  984, XX,  64, NEQ, 0000, 0056, 0060, 0000
SH, 11, 2018030312, 03, FP18, 060, 242S,  511E,  75,  981, XX,  34, NEQ, 0255, 0250, 0255, 0195
SH, 11, 2018030312, 03, FP18, 060, 242S,  511E,  75,  981, XX,  50, NEQ, 0111, 0101, 0097, 0088
SH, 11, 2018030312, 03, FP18, 060, 242S,  511E,  75,  981, XX,  64, NEQ, 0081, 0000, 0000, 0076
SH, 11, 2018030312, 03, FP18, 066, 248S,  520E,  68,  981, XX,  34, NEQ, 0242, 0258, 0255, 0226
SH, 11, 2018030312, 03, FP18, 066, 248S,  520E,  68,  981, XX,  50, NEQ, 0129, 0150, 0066, 0000
SH, 11, 2018030312, 03, FP18, 066, 248S,  520E,  68,  981, XX,  64, NEQ, 0083, 0060, 0000, 0000
SH, 11, 2018030312, 03, FP18, 072, 251S,  527E,  66,  978, XX,  34, NEQ, 0185, 0259, 0262, 0273
SH, 11, 2018030312, 03, FP18, 072, 251S,  527E,  66,  978, XX,  50, NEQ, 0127, 0173, 0130, 0079
SH, 11, 2018030312, 03, FP18, 072, 251S,  527E,  66,  978, XX,  64, NEQ, 0104, 0092, 0000, 0000
SH, 11, 2018030312, 03, FP18, 078, 253S,  537E,  67,  980, XX,  34, NEQ, 0298, 0256, 0255, 0318
SH, 11, 2018030312, 03, FP18, 078, 253S,  537E,  67,  980, XX,  50, NEQ, 0078, 0129, 0142, 0092
SH, 11, 2018030312, 03, FP18, 078, 253S,  537E,  67,  980, XX,  64, NEQ, 0000, 0000, 0067, 0000
SH, 11, 2018030312, 03, FP18, 084, 258S,  547E,  58,  976, XX,  34, NEQ, 0260, 0317, 0257, 0227
SH, 11, 2018030312, 03, FP18, 084, 258S,  547E,  58,  976, XX,  50, NEQ, 0130, 0107, 0128, 0131
SH, 11, 2018030312, 03, FP18, 090, 261S,  559E,  60,  976, XX,  34, NEQ, 0260, 0260, 0253, 0284
SH, 11, 2018030312, 03, FP18, 090, 261S,  559E,  60,  976, XX,  50, NEQ, 0169, 0120, 0133, 0111
SH, 11, 2018030312, 03, FP18, 096, 267S,  568E,  58,  972, XX,  34, NEQ, 0255, 0295, 0267, 0285
SH, 11, 2018030312, 03, FP18, 096, 267S,  568E,  58,  972, XX,  50, NEQ, 0129, 0147, 0103, 0156
SH, 11, 2018030312, 03, FP18, 102, 269S,  582E,  63,  972, XX,  34, NEQ, 0290, 0319, 0255, 0260
SH, 11, 2018030312, 03, FP18, 102, 269S,  582E,  63,  972, XX,  50, NEQ, 0098, 0138, 0119, 0124
SH, 11, 2018030312, 03, FP18, 108, 273S,  593E,  73,  965, XX,  34, NEQ, 0328, 0339, 0255, 0307
SH, 11, 2018030312, 03, FP18, 108, 273S,  593E,  73,  965, XX,  50, NEQ, 0090, 0124, 0160, 0155
SH, 11, 2018030312, 03, FP18, 108, 273S,  593E,  73,  965, XX,  64, NEQ, 0000, 0000, 0094, 0109
SH, 11, 2018030312, 03, FP18, 114, 279S,  600E,  64,  966, XX,  34, NEQ, 0260, 0441, 0285, 0328
SH, 11, 2018030312, 03, FP18, 114, 279S,  600E,  64,  966, XX,  50, NEQ, 0124, 0127, 0153, 0158
SH, 11, 2018030312, 03, FP18, 114, 279S,  600E,  64,  966, XX,  64, NEQ, 0000, 0056, 0000, 0000
SH, 11, 2018030312, 03, FP18, 120, 281S,  610E,  60,  962, XX,  34, NEQ, 0249, 0337, 0285, 0377
SH, 11, 2018030312, 03, FP18, 120, 281S,  610E,  60,  962, XX,  50, NEQ, 0136, 0103, 0117, 0151
SH, 11, 2018030312, 03, FP18, 126, 286S,  619E,  59,  964, XX,  34, NEQ, 0285, 0254, 0321, 0282
SH, 11, 2018030312, 03, FP18, 126, 286S,  619E,  59,  964, XX,  50, NEQ, 0125, 0115, 0108, 0000
SH, 11, 2018030312, 03, FP18, 132, 294S,  625E,  54,  963, XX,  34, NEQ, 0328, 0255, 0224, 0351
SH, 11, 2018030312, 03, FP18, 132, 294S,  625E,  54,  963, XX,  50, NEQ, 0082, 0109, 0000, 0133
SH, 11, 2018030312, 03, FP18, 138, 301S,  630E,  52,  966, XX,  34, NEQ, 0286, 0274, 0261, 0323
SH, 11, 2018030312, 03, FP18, 138, 301S,  630E,  52,  966, XX,  50, NEQ, 0084, 0000, 0083, 0125
SH, 11, 2018030312, 03, FP18, 144, 307S,  642E,  53,  968, XX,  34, NEQ, 0272, 0258, 0219, 0252
SH, 11, 2018030312, 03, FP18, 144, 307S,  642E,  53,  968, XX,  50, NEQ, 0000, 0000, 0000, 0114
SH, 11, 2018030312, 03, FP18, 150, 311S,  658E,  59,  970, XX,  34, NEQ, 0282, 0255, 0000, 0261
SH, 11, 2018030312, 03, FP18, 150, 311S,  658E,  59,  970, XX,  50, NEQ, 0104, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 156, 322S,  672E,  55,  972, XX,  34, NEQ, 0255, 0497, 0286, 0276
SH, 11, 2018030312, 03, FP18, 156, 322S,  672E,  55,  972, XX,  50, NEQ, 0147, 0102, 0000, 0000
SH, 11, 2018030312, 03, FP18, 162, 338S,  682E,  55,  973, XX,  34, NEQ, 0359, 0414, 0260, 0272
SH, 11, 2018030312, 03, FP18, 162, 338S,  682E,  55,  973, XX,  50, NEQ, 0000, 0148, 0000, 0000
SH, 11, 2018030312, 03, FP18, 168, 358S,  683E,  54,  972, XX,  34, NEQ, 0260, 0422, 0270, 0286
SH, 11, 2018030312, 03, FP18, 168, 358S,  683E,  54,  972, XX,  50, NEQ, 0186, 0191, 0000, 0000
SH, 11, 2018030312, 03, FP18, 174, 379S,  678E,  53,  971, XX,  34, NEQ, 0255, 0411, 0233, 0260
SH, 11, 2018030312, 03, FP18, 174, 379S,  678E,  53,  971, XX,  50, NEQ, 0000, 0245, 0000, 0000
SH, 11, 2018030312, 03, FP18, 180, 400S,  671E,  52,  971, XX,  34, NEQ, 0255, 0256, 0260, 0336
SH, 11, 2018030312, 03, FP18, 180, 400S,  671E,  52,  971, XX,  50, NEQ, 0000, 0180, 0000, 0000
SH, 11, 2018030312, 03, FP18, 186, 411S,  665E,  53,  974, XX,  34, NEQ, 0260, 0313, 0293, 0260
SH, 11, 2018030312, 03, FP18, 186, 411S,  665E,  53,  974, XX,  50, NEQ, 0000, 0000, 0125, 0000
SH, 11, 2018030312, 03, FP18, 192, 418S,  664E,  54,  977, XX,  34, NEQ, 0172, 0260, 0270, 0308
SH, 11, 2018030312, 03, FP18, 192, 418S,  664E,  54,  977, XX,  50, NEQ, 0000, 0000, 0155, 0129
SH, 11, 2018030312, 03, FP18, 198, 419S,  665E,  42,  982, XX,  34, NEQ, 0182, 0210, 0245, 0266
SH, 11, 2018030312, 03, FP18, 204, 424S,  668E,  41,  984, XX,  34, NEQ, 0172, 0108, 0230, 0226
SH, 11, 2018030312, 03, FP18, 210, 425S,  671E,  37,  989, XX,  34, NEQ, 0123, 0088, 0198, 0203
SH, 11, 2018030312, 03, FP18, 216, 427S,  676E,  34,  994, XX,  34, NEQ, 0000, 0000, 0000, 0201
SH, 11, 2018030312, 03, FP18, 222, 431S,  682E,  32,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 228, 441S,  689E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 234, 450S,  696E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP18, 240, 462S,  709E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP19, 000, 157S,  521E,  67,  998, XX,  34, NEQ, 0233, 0193, 0149, 0077
SH, 11, 2018030312, 03, FP19, 000, 157S,  521E,  67,  998, XX,  50, NEQ, 0000, 0151, 0088, 0000
SH, 11, 2018030312, 03, FP19, 000, 157S,  521E,  67,  998, XX,  64, NEQ, 0000, 0137, 0000, 0000
SH, 11, 2018030312, 03, FP19, 006, 159S,  517E,  52,  996, XX,  34, NEQ, 0153, 0164, 0162, 0000
SH, 11, 2018030312, 03, FP19, 006, 159S,  517E,  52,  996, XX,  50, NEQ, 0000, 0116, 0000, 0000
SH, 11, 2018030312, 03, FP19, 012, 158S,  508E,  51,  996, XX,  34, NEQ, 0000, 0199, 0146, 0000
SH, 11, 2018030312, 03, FP19, 012, 158S,  508E,  51,  996, XX,  50, NEQ, 0000, 0102, 0000, 0000
SH, 11, 2018030312, 03, FP19, 018, 158S,  509E,  51,  995, XX,  34, NEQ, 0243, 0194, 0146, 0000
SH, 11, 2018030312, 03, FP19, 018, 158S,  509E,  51,  995, XX,  50, NEQ, 0000, 0071, 0000, 0000
SH, 11, 2018030312, 03, FP19, 024, 160S,  508E,  38,  996, XX,  34, NEQ, 0258, 0190, 0129, 0000
SH, 11, 2018030312, 03, FP19, 030, 169S,  507E,  42,  998, XX,  34, NEQ, 0247, 0200, 0134, 0000
SH, 11, 2018030312, 03, FP19, 036, 177S,  506E,  40,  998, XX,  34, NEQ, 0298, 0169, 0140, 0000
SH, 11, 2018030312, 03, FP19, 042, 189S,  503E,  48,  998, XX,  34, NEQ, 0242, 0209, 0127, 0061
SH, 11, 2018030312, 03, FP19, 048, 195S,  501E,  46,  994, XX,  34, NEQ, 0128, 0268, 0165, 0000
SH, 11, 2018030312, 03, FP19, 054, 196S,  503E,  54,  996, XX,  34, NEQ, 0000, 0260, 0215, 0000
SH, 11, 2018030312, 03, FP19, 054, 196S,  503E,  54,  996, XX,  50, NEQ, 0000, 0000, 0092, 0000
SH, 11, 2018030312, 03, FP19, 060, 199S,  504E,  52,  992, XX,  34, NEQ, 0272, 0234, 0188, 0078
SH, 11, 2018030312, 03, FP19, 060, 199S,  504E,  52,  992, XX,  50, NEQ, 0000, 0000, 0088, 0000
SH, 11, 2018030312, 03, FP19, 066, 202S,  510E,  50,  994, XX,  34, NEQ, 0132, 0243, 0127, 0126
SH, 11, 2018030312, 03, FP19, 072, 208S,  512E,  55,  990, XX,  34, NEQ, 0153, 0250, 0208, 0130
SH, 11, 2018030312, 03, FP19, 072, 208S,  512E,  55,  990, XX,  50, NEQ, 0123, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP19, 078, 210S,  517E,  58,  991, XX,  34, NEQ, 0144, 0391, 0204, 0168
SH, 11, 2018030312, 03, FP19, 078, 210S,  517E,  58,  991, XX,  50, NEQ, 0093, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP19, 084, 216S,  523E,  53,  984, XX,  34, NEQ, 0423, 0308, 0268, 0209
SH, 11, 2018030312, 03, FP19, 084, 216S,  523E,  53,  984, XX,  50, NEQ, 0000, 0059, 0058, 0049
SH, 11, 2018030312, 03, FP19, 090, 224S,  529E,  58,  984, XX,  34, NEQ, 0257, 0247, 0282, 0250
SH, 11, 2018030312, 03, FP19, 090, 224S,  529E,  58,  984, XX,  50, NEQ, 0088, 0040, 0000, 0096
SH, 11, 2018030312, 03, FP19, 096, 231S,  533E,  56,  981, XX,  34, NEQ, 0288, 0387, 0243, 0290
SH, 11, 2018030312, 03, FP19, 096, 231S,  533E,  56,  981, XX,  50, NEQ, 0084, 0000, 0000, 0000
SH, 11, 2018030312, 03, FP19, 102, 234S,  539E,  53,  981, XX,  34, NEQ, 0225, 0245, 0304, 0242
SH, 11, 2018030312, 03, FP19, 102, 234S,  539E,  53,  981, XX,  50, NEQ, 0000, 0103, 0000, 0000
SH, 11, 2018030312, 03, FP19, 108, 241S,  542E,  52,  978, XX,  34, NEQ, 0251, 0389, 0258, 0282
SH, 11, 2018030312, 03, FP19, 108, 241S,  542E,  52,  978, XX,  50, NEQ, 0099, 0123, 0143, 0000
SH, 11, 2018030312, 03, FP19, 114, 241S,  549E,  54,  977, XX,  34, NEQ, 0255, 0260, 0255, 0274
SH, 11, 2018030312, 03, FP19, 114, 241S,  549E,  54,  977, XX,  50, NEQ, 0000, 0000, 0161, 0160
SH, 11, 2018030312, 03, FP19, 120, 242S,  558E,  52,  973, XX,  34, NEQ, 0281, 0260, 0323, 0375
SH, 11, 2018030312, 03, FP19, 120, 242S,  558E,  52,  973, XX,  50, NEQ, 0073, 0000, 0112, 0171
SH, 11, 2018030312, 03, FP19, 126, 245S,  568E,  52,  971, XX,  34, NEQ, 0297, 0245, 0372, 0352
SH, 11, 2018030312, 03, FP19, 126, 245S,  568E,  52,  971, XX,  50, NEQ, 0000, 0000, 0000, 0062
SH, 11, 2018030312, 03, FP19, 132, 251S,  574E,  51,  968, XX,  34, NEQ, 0280, 0260, 0401, 0270
SH, 11, 2018030312, 03, FP19, 132, 251S,  574E,  51,  968, XX,  50, NEQ, 0000, 0000, 0000, 0127
SH, 11, 2018030312, 03, FP19, 138, 259S,  576E,  50,  969, XX,  34, NEQ, 0264, 0282, 0285, 0260
SH, 11, 2018030312, 03, FP19, 144, 268S,  581E,  58,  969, XX,  34, NEQ, 0265, 0489, 0260, 0255
SH, 11, 2018030312, 03, FP19, 144, 268S,  581E,  58,  969, XX,  50, NEQ, 0000, 0095, 0078, 0000
SH, 11, 2018030312, 03, FP19, 150, 279S,  588E,  49,  970, XX,  34, NEQ, 0231, 0255, 0272, 0280
SH, 11, 2018030312, 03, FP19, 156, 294S,  593E,  54,  967, XX,  34, NEQ, 0265, 0260, 0245, 0424
SH, 11, 2018030312, 03, FP19, 156, 294S,  593E,  54,  967, XX,  50, NEQ, 0143, 0145, 0000, 0000
SH, 11, 2018030312, 03, FP19, 162, 312S,  595E,  53,  967, XX,  34, NEQ, 0252, 0260, 0252, 0280
SH, 11, 2018030312, 03, FP19, 162, 312S,  595E,  53,  967, XX,  50, NEQ, 0000, 0157, 0111, 0000
SH, 11, 2018030312, 03, FP19, 168, 332S,  596E,  55,  967, XX,  34, NEQ, 0285, 0255, 0239, 0268
SH, 11, 2018030312, 03, FP19, 168, 332S,  596E,  55,  967, XX,  50, NEQ, 0174, 0227, 0000, 0115
SH, 11, 2018030312, 03, FP19, 174, 350S,  597E,  50,  970, XX,  34, NEQ, 0338, 0285, 0234, 0255
SH, 11, 2018030312, 03, FP19, 174, 350S,  597E,  50,  970, XX,  50, NEQ, 0000, 0221, 0000, 0000
SH, 11, 2018030312, 03, FP19, 180, 374S,  604E,  54,  970, XX,  34, NEQ, 0280, 0284, 0206, 0273
SH, 11, 2018030312, 03, FP19, 180, 374S,  604E,  54,  970, XX,  50, NEQ, 0000, 0184, 0000, 0000
SH, 11, 2018030312, 03, FP19, 186, 404S,  616E,  61,  971, XX,  34, NEQ, 0310, 0260, 0000, 0315
SH, 11, 2018030312, 03, FP19, 186, 404S,  616E,  61,  971, XX,  50, NEQ, 0205, 0221, 0000, 0000
SH, 11, 2018030312, 03, FP19, 192, 449S,  629E,  54,  965, XX,  34, NEQ, 0532, 0285, 0260, 0342
SH, 11, 2018030312, 03, FP19, 192, 449S,  629E,  54,  965, XX,  50, NEQ, 0352, 0220, 0000, 0000
SH, 11, 2018030312, 03, FP19, 198, 490S,  633E,  54,  958, XX,  34, NEQ, 0260, 0285, 0255, 0255
